NAME,LABEL,SHORTLABEL,STATUS,DESIGNATION_DATE,EDIT_DATE,UNIQUEID,GIS_ID,OBJECTID,SHAPEAREA,SHAPELEN
"Langston, John Mercer, School",John Mercer Langston School,Langston School,Designated,,2012/01/12 05:00:00+00,L_0671,,200980,0,0
"Sousa, John Philip, Junior High School",John Philip Sousa Jr High School,Sousa Jr High,Designated,,2012/01/12 05:00:00+00,L_0672,,200981,0,0
Kalorama Park Archaeological Site,Kalorama Archaeological Site,Kalorama Site,Designated,,2012/01/12 05:00:00+00,L_0673,,200982,0,0
Margaret Murray Washington School,Margaret M Washington School,Washington School,Designated,,2012/01/12 05:00:00+00,L_0674,,200983,0,0
"Scriven, George P., House",Scriven House,Scriven Hse,Designated,,2014/07/07 04:00:00+00,L_1390,,200984,0,0
Metropolitan Apartments,Metropolitan Apts,Metropolitan,Designated,,2014/07/07 04:00:00+00,L_1434,,200985,0,0
Parkview Playground and Field House,Parkview Playground,Parkview,Designated,,2014/07/07 04:00:00+00,L_1435,,200986,0,0
George M. Lightfoot House,Lightfoot House,Lightfoot Hse,Designated,,2014/07/07 04:00:00+00,L_1436,,200987,0,0
Washington Railway and Electric Company Garage,Washington Railway Garage,WREC Garage,Designated,,2014/07/07 04:00:00+00,L_1437,,200988,0,0
General Baking Company Bakery (Bond Bread Factory),General Baking Company,Gen. Baking Co.,Designated,,2014/07/07 04:00:00+00,L_1438,,200989,0,0
Grace Evangelical Lutheran Church,Grace Church,Grace Church,Designated,,2014/07/07 04:00:00+00,L_1439,,200990,0,0
Chapman Coal Company Stable and Garage,Chapman Stable & Garage,Chapman Stable,Designated,,2014/07/07 04:00:00+00,L_1440,,200991,0,0
Hebrew Home for the Aged & Jewish Social Service Agency,Hebrew Home & Jewish SSA,Hebew Home,Designated,,2014/07/07 04:00:00+00,L_1441,,200992,0,0
United States Chamber of Commerce,US Chamber of Commerce,Chamb Commerce,Designated,,2006/12/29 05:00:00+00,L_0215,,200993,0,0
District of Columbia War Memorial,DC War Memorial,DC War Mem.,Designated,,2014/11/10 05:00:00+00,L_1442,,200994,0,0
Town Center East,Town Center East,Town Center E,Designated,,2014/11/10 05:00:00+00,L_1443,,200995,0,0
District of Columbia Pound,DC Pound,DC Pound,Designated,,2014/11/10 05:00:00+00,L_1445,,200996,0,0
Park View Christian Church,Park View Church,Park View Church,Designated,,2014/11/10 05:00:00+00,L_1447,,200997,0,0
Gyro Motor Company/ Standard Material Company,Gyro Motors / Standard Material,Gyro / Standard,Designated,,2014/11/10 05:00:00+00,L_1446,,200998,0,0
Capitol Park Towers,Capitol Park Towers,Capitol Park Towers,Designated,,2014/11/10 05:00:00+00,L_1444,,200999,0,0
"First Church of Christ, Scientist","First Church of Christ, Scientist",1st Chr Sci Church,Designated,,2014/12/15 05:00:00+00,L_1408,,201000,0,0
Blanche Kelso Bruce School,Blanche Kelso Bruce School,Blanche Kelso,Designated,,2014/12/15 05:00:00+00,L_1449,,201001,0,0
The Ethelhurst,The Ethelhurst,Ethelhurst,Designated,,2014/12/15 05:00:00+00,L_1450,,201002,0,0
Van View,Van View,Van View,Designated,,2014/12/15 05:00:00+00,L_1451,,201003,0,0
James Ormond Wilson Normal School,Wilson Normal School,Normal School,Designated,,2014/12/15 05:00:00+00,L_1452,,201004,0,0
Editors Building,Editors Building,Editors Bldg,Designated,,2014/12/15 05:00:00+00,L_1453,,201005,0,0
Bartholdi Fountain,Bartholdi Fountain,,Designated,,,L_0364,,201006,0,0
Sedgwick Gardens Apartment House (and Interiors),Sedgwick Gardens,Sedgwick Gardens,Designated,2015/05/28 04:00:00+00,2015/06/18 04:00:00+00,L_1455,,201007,0,0
Emory United Methodist Church,Emory United Methodist Church,Emory United,Designated,2015/04/23 04:00:00+00,2015/06/18 04:00:00+00,L_1454,,201008,0,0
Tilden Hall,Tilden Hall,Tilden Hall,Designated,2015/06/25 04:00:00+00,2015/08/12 04:00:00+00,L_1456,,201009,0,0
Heurich-Parks House,Heurich-Parks House,Heurich-Parks House,Designated,2015/07/23 04:00:00+00,2015/08/13 04:00:00+00,L_1457,,201010,0,0
US Dept of Agriculture Cotton Annex,USDA Cotton Annex,Cotton Annex,Designated,2015/07/23 04:00:00+00,2015/08/13 04:00:00+00,L_1458,,201011,0,0
3020 Albemarle Street,3020 Albemarle Street,3020 Albemarle Street,Designated,2015/07/23 04:00:00+00,2015/08/13 04:00:00+00,L_1459,,201012,0,0
Davidson Building,Davidson Building,Davidson Building,Pending,,2015/09/15 04:00:00+00,L_1460,,201013,0,0
Dunblane 2,Dunblane 2,Dunblane 2,Pending,,2015/09/15 04:00:00+00,L_1461,,201014,0,0
Furies Collective,Furies Collective,Furies Collective,Pending,,2015/09/15 04:00:00+00,L_1462,,201015,0,0
GSA Regional Office Building,GSA Regional Office Building,GSA Building,Pending,,2015/09/15 04:00:00+00,L_1464,,201016,0,0
INTELSAT Building,INTELSAT Building,INTELSAT,Pending,,2015/09/15 04:00:00+00,L_1466,,201017,0,0
Interstate Building,Interstate Building,Interstate Building,Pending,,2015/09/15 04:00:00+00,L_1467,,201018,0,0
Kelsey Temple Church of God in Christ,Kelsey Temple Church,Kelsey Church,Pending,,2015/09/15 04:00:00+00,L_1468,,201019,0,0
Lexington Apartments,Lexington Apts,Lexington Apts,Pending,,2015/09/15 04:00:00+00,L_1469,,201020,0,0
Lincoln Playground Field House,Lincoln Playground Field House,Lincoln Playground Field House,Pending,,2015/09/15 04:00:00+00,L_1470,,201021,0,0
Evans-Tibbs House,Evans-Tibbs House,Evans-Tibbs Hse,Designated,,2006/12/29 05:00:00+00,L_0035,,201022,0,0
"Foxall, Henry, House",Henry Foxall House,Foxall Hse,Designated,,2006/12/29 05:00:00+00,L_0329,,201023,0,0
"Corcoran, William Wilson, Store",W. W. Corcoran Store,Corcoran Store,Designated,,2006/12/29 05:00:00+00,L_0317,,201024,0,0
"Alden, Babcock, & Calvert Apartments","Alden, Babcock & Calvert Apts","Alden, Babcock & Calvert Apts",Designated,,2006/12/29 05:00:00+00,L_1131,,201025,0,0
"Morrison and Clark Houses (Soldiers, Sailors, Marines, & Airman's Club; Morrison-Clark Inn)",Morrison and Clark Houses,Morrison-Clark Hses,Designated,,2006/12/29 05:00:00+00,L_1134,,201026,0,0
Mullett Rowhouses,Mullett Rowhouses,Mullett Rowhses,Designated,,2006/12/29 05:00:00+00,L_0471,,201027,0,0
"Square 38 - 23rd St, NW",Square 38 - 23rd St.,Square 38 - 23rd St.,Designated,,2006/12/29 05:00:00+00,L_1144,,201028,0,0
"Square 38 - Washington Circle, NW",Square 38 - Washington Circle,Square 38 - Wash Circle,Designated,,2006/12/29 05:00:00+00,L_0472,,201029,0,0
"Square 38 - Pennsylvania Ave, NW",Square 38 - Pennsylvania Ave,Square 38 - Penn Ave,Designated,,2006/12/29 05:00:00+00,L_1147,,201030,0,0
"Square 38 - 24th St, NW",Square 38 - 24th St.,Square 38 - 24th St.,Designated,,2006/12/29 05:00:00+00,L_1155,,201031,0,0
"Square 38 - L St, NW",Square 38 - L St.,Square 38 - L St.,Designated,,2006/12/29 05:00:00+00,L_0475,,201032,0,0
Schneider Triangle,Schneider Triangle,Schneider Triangle,Designated,,2006/12/29 05:00:00+00,L_1261,,201033,0,0
"Oswego, The, and The Exeter",The Oswego & The Exeter,Oswego & Exeter,Designated,,2006/12/29 05:00:00+00,L_1313,,201034,0,0
Stevens-Billings Houses,Stevens-Billings Houses,Stevens-Billings Hses,Designated,,2006/12/29 05:00:00+00,L_1335,,201035,0,0
Laird-Dunlop House,Laird-Dunlop House,Laird-Dunlop Hse,Designated,,2006/12/29 05:00:00+00,L_1334,,201036,0,0
"N Street NW, 2916-2924 ",2916-24 N Street,2916-24 N St,Designated,,2006/12/29 05:00:00+00,L_1336,,201037,0,0
Smith Row,Smith Row,Smith Row,Designated,,2006/12/29 05:00:00+00,L_1349,,201038,0,0
Cox's Row,Cox's Row,Cox's Row,Designated,,2006/12/29 05:00:00+00,L_1364,,201039,0,0
Augusta & Louisa Apartment Buildings,Augusta and Louisa Apts,Augusta and Louisa,Designated,,2006/12/29 05:00:00+00,L_1371,,201040,0,0
Brickyard Hill House,Brickyard Hill House,Brickyard Hill Hse,Designated,,2006/12/29 05:00:00+00,L_1373,,201041,0,0
"Mount Zion Cemetery (Methodist Episcopal Burying Grounds; Female Union Band Society Graveyard)",Mt Zion Cemetery,Mt Zion Cemetery,Designated,,2006/12/29 05:00:00+00,L_0628,,201042,0,0
Potomac Boat Club,Potomac Boat Club,Potomac Boat Club,Designated,,2012/03/22 04:00:00+00,L_1378,,201043,0,0
Dumbarton Oaks,Dumbarton Oaks,Dumbarton Oaks,Designated,,2006/12/29 05:00:00+00,L_0342,,201044,0,0
Tiber Island,Tiber Island,Tiber Island,Designated,,,L_1380,,201045,0,0
The Maycroft,The Maycroft,The Maycroft,Designated,,,L_1381,,201046,0,0
Peyser Building,Peyser Building,Peyser Bldg,Designated,,,L_1382,,201047,0,0
Park Road Courts,Park Road Courts,Park Road Courts,Designated,,,L_1383,,201048,0,0
Dorsch's White Cross Bakery,White Cross Bakery,White Cross Bakery,Designated,,,L_1384,,201049,0,0
Bunker Hill Elementary School,Bunker Hill School,Bunker Hill School,Designated,,,L_1385,,201050,0,0
Park View School (and Auditorium),Park View School,Park View School,Designated,,,L_1386,,201051,0,0
Westory Building,Westory Building,Westory Bldg,Designated,,,L_1387,,201052,0,0
Main Sewerage Pumping Station,Sewer Pumping Station,Pumping Station,Designated,,,L_1388,,201053,0,0
Harbour Square,Harbour Square,Harbour Square,Designated,,,L_1391,,201054,0,0
York Theater,York Theater,York Theater,Designated,,,L_1392,,201055,0,0
B.F. Saul Building,BF Saul Building,BF Saul Bldg,Pending,,,L_1394,,201056,0,0
Hamilton Hotel,Hamilton Hotel,Hamilton Hotel,Designated,,,L_1395,,201057,0,0
Southern Railway Company,Southern Railway Company,Southern Railway,Pending,,,L_1396,,201058,0,0
Hill Building,Hill Building,Hill Bldg,Designated,,,L_1397,,201059,0,0
Recorder of Deeds (and lobby and murals),Recorder of Deeds,Recorder of Deeds,Pending,,,L_1398,,201060,0,0
Barr Building,Barr Building,Barr Bldg,Designated,,,L_1399,,201061,0,0
Denrike Building,Denrike Building,Denrike Bldg,Pending,,,L_1400,,201062,0,0
Wire Building,Wire Building,Wire Bldg,Designated,,,L_1401,,201063,0,0
Baker House,Baker House,Baker Hse,Designated,,,L_1402,,201064,0,0
Suter Properties,Suter Houses,Suter Hses,Pending,,,L_1403,,201065,0,0
"C & P Telephone, Cleveland-Emerson Exchange",Cleveland-Emerson Exchange,C & P Exchange,Designated,2016/11/17 05:00:00+00,2016/12/14 05:00:00+00,L_1405,,201066,0,0
Brookland Bowling Alley,Brookland Bowling Alley,Brookland Bowling,Pending,,,L_1406,,201067,0,0
Dunblane,Dunblane,Dunblane,Designated,,,L_1407,,201068,0,0
Sheridan Theater,Sheridan Theater,Sheridan Theater,Pending,,,L_1409,,201069,0,0
Western Bus Garage,Western Bus Garage,Western Garage,Pending,,,L_1410,,201070,0,0
Auditor’s Building Complex,Auditor’s Bldg,Auditor’s Bldg,Designated,,2012/10/01 04:00:00+00,L_1417,,201071,0,0
"Bell, Alexander Melville, House",AM Bell House,AM Bell Hse,Designated,,2012/10/01 04:00:00+00,L_1419,,201072,0,0
National Society United States Daughters of 1812,U.S. Daughters of 1812,,Designated,,,L_1421,,201073,0,0
Garden Club Entrance Markers in Chevy Chase Circle,Garden Club Marker,Garden Club Marker,Designated,,2012/01/12 05:00:00+00,L_0724,,201074,0,0
"Newlands, Francis Griffith, Memorial Fountain",Newlands Fountain,,Designated,,2012/10/02 04:00:00+00,L_1426,,201075,0,0
Titanic Memorial,Titanic Memorial,,Designated,,,L_1416,,201076,0,0
Georgetown Visitation Convent and Preparatory School,Georgetown Visitation Convent and Prep School,Georgetown Convent,Designated,,2012/09/25 04:00:00+00,L_1415,,201077,0,0
"Washington Aqueduct, Georgetown Reservoir",Georgetown Reservoir,Georgetown Reservoir,Designated,,2012/09/25 04:00:00+00,L_1414,,201078,0,0
"Washington Aqueduct, Masonry Conduit",Washington Aqueduct,Masonry Conduit,Designated,,2012/09/25 04:00:00+00,L_1413,,201079,0,0
"Washington Aqueduct, Dalecarlia Reservoir",Dalecarlia Reservoir,Dalecarlia Reservoir,Designated,,2012/09/25 04:00:00+00,L_1412,,201080,0,0
Boundary Stones,Boundary Stones,Boundary Stones,Designated,,,L_1418,,201081,0,0
Decatur Street Car Barn,Decatur Street Car Barn,Decatur St Car Barn,Designated,,,L_1411,,201082,0,0
Hecht Company Warehouse,Hecht Co Warehouse,Hecht Warehouse,Designated,,2006/12/29 05:00:00+00,L_0038,,201083,0,0
Embassy of Mexico (MacVeagh Residence),Embassy of Mexico,MacVeagh Res.,Designated,,2013/03/27 04:00:00+00,L_1431,,201084,0,0
Springarn Senior High School,Springarn High,Springarn,Designated,,2013/03/27 04:00:00+00,L_1433,,201085,0,0
3020 University Terrace,3020 University Terrace,3020 University Terrace,Pending,,2020/10/08 04:00:00+00,L_1533,,201086,0,0
Capitol Power Plant Pump House,Capitol Power Plant Pump House,Capitol Pump House,Pending,,2020/10/28 04:00:00+00,L_1536,,201087,0,0
PEPCO Harrison Street Substation,PEPCO Harrison St Substation,Harrison St Substation,Designated,2020/11/16 05:00:00+00,2020/11/19 05:00:00+00,L_1537,,201088,0,0
Thomas Jefferson Junior High School,Thomas Jefferson Junior High,Jefferson Junior High,Pending,,2020/12/11 05:00:00+00,L_1538,,201089,0,0
Episcopal Home for Children,Episcopal Home for Children,Ep. Home for Children,Pending,,2020/12/11 05:00:00+00,L_1539,,201090,0,0
Annie's Paramount Steakhouse,Annie's Paramount Steakhouse,Annie's Steakhouse,Pending,,2020/10/28 04:00:00+00,L_1535,,201091,0,0
Pan American Health Organization,Pan Am Health Org,Pan Am Health,Pending,,2021/02/22 05:00:00+00,L_1540,,201092,0,0
Schlitz Brewing Co Depot/National Geographic Society Warehouse,Schlitz Depot/National Geographic Warehouse,Schlitz Depot,Pending,,2021/04/30 04:00:00+00,L_1541,,201093,0,0
St. Joseph's Seminary,St. Joseph's Seminary,St. Joseph's,Pending,,2021/06/25 04:00:00+00,L_1544,,201094,0,0
Samuel F.B. Morse School,Samuel F.B. Morse School,Morse School,Designated,2020/09/24 04:00:00+00,2021/08/06 04:00:00+00,L_1545,,201095,0,0
Calvin Coolidge High School,Calvin Coolidge High School,Coolidge High School,Pending,,2021/08/06 04:00:00+00,L_1546,,201096,0,0
Lucy Diggs Slowe Elementary School,Slowe Elementary School,Slowe ES,Designated,2021/10/28 04:00:00+00,2021/12/02 05:00:00+00,L_1547,,201097,0,0
Nixon-Mounsey House,Nixon-Mounsey House,Nixon-Mounsey House,Pending,,2021/12/02 05:00:00+00,L_1548,,201098,0,0
Seafarers Yacht Club,Seafarers Yacht Club,Seafarers Yacht Club,Pending,,2021/12/28 05:00:00+00,L_1549,,201099,0,0
Hampshire Apartments,L_1550,Hampshire Apartments,Designated,2021/12/16 05:00:00+00,2021/12/28 05:00:00+00,L_1550,,201100,0,0
Northeast Savings Bank,Northeast Savings Bank,Northeast Savings,Pending,,2021/12/28 05:00:00+00,L_1551,,201101,0,0
Lord & Taylor Chevy Chase Branch Store,Lord & Taylor Chevy Chase,Lord & Taylor,Pending,,2022/03/17 04:00:00+00,L_1552,,201102,0,0
Ntl Assn for the Relief of Destitute Colored Women and Children,Ntl Asn for the Relief of Destitute Colored Women & Children,Ntl Asn Relief Dest Clrd Wmn,Pending,,2022/05/06 04:00:00+00,L_1553,,201103,0,0
Chevy Chase Savings Bank,Chevy Chase Savings Bank,Chevy Chase Bank,Pending,,2022/05/06 04:00:00+00,L_1554,,201104,0,0
Holy Name College and Sherwood Farmhouse,Holy Name College/Sherwood Farmhouse,Holy Name College,Pending,,2022/06/24 04:00:00+00,L_1556,,201105,0,0
Founding Church of Scientology,Founding Church of Scientology,Church of Scientology,Pending,,2022/06/24 04:00:00+00,L_1557,,201106,0,0
Randle Highlands School,Randle Highlands School,Highlands School,Pending,,2023/04/07 04:00:00+00,L_1558,,201107,0,0
Eastern High School,Eastern High School,Eastern High,Pending,,2023/04/07 04:00:00+00,L_1559,,201108,0,0
Little Tavern Store No. 27,Little Tavern Store 27,Little Tavern Store,Pending,,2023/04/07 04:00:00+00,L_1560,,201109,0,0
Uptown Theater,Uptown Theater,Uptown,Designated,2022/05/26 04:00:00+00,2023/04/19 04:00:00+00,L_1561,,201110,0,0
Smothers Elementary School,Smothers Elementary School,Smothers School,Designated,,2023/04/21 04:00:00+00,L_1562,,201111,0,0
Buchanan School Plaza,Buchanan School Plaza,Buchanan Plaza,Designated,,2023/04/21 04:00:00+00,L_1563,,201112,0,0
Marist College,Marist College,Marist College,Pending,,2023/04/21 04:00:00+00,L_1564,,201113,0,0
Swedish Ambassador’s Residence,Swedish Ambassador’s Residence,Swedish Ambassador,Pending,,2023/10/06 04:00:00+00,L_1565,,201114,0,0
"The University Club of Washington, D.C.",The University Club,University Club,Pending,,2023/10/20 04:00:00+00,L_1566,,201115,0,0
Old Chinese Legation,Old Chinese Legation,Old Chinese Legation,Designated,2024/04/25 04:00:00+00,2024/05/02 04:00:00+00,L_1567,,201116,0,0
Old Korean Legation,Old Korean Legation,Old Korean Legation,Designated,,2024/07/26 04:00:00+00,L_1568,,201117,0,0
Federal Office Building 10A,Federal Office Building 10A,Fed Office Bldg 10A,Pending,,2024/08/28 04:00:00+00,L_1569,,201118,0,0
Federal Office Building 10B,Federal Office Building 10B,Fed Office Bldg 10B,Pending,,2024/08/28 04:00:00+00,L_1570,,201119,0,0
Sofia Reyes de Veyra Residence,Sofia Reyes de Veyra Residence,de Veyra Residence,Pending,,2024/08/28 04:00:00+00,L_1571,,201120,0,0
Pauline “Polly” Shackleton Residence,Pauline “Polly” Shackleton Residence,Shackleton Residence,Pending,,2024/08/28 04:00:00+00,L_1572,,201121,0,0
Municipal Center,Municipal Center,Municipal Center,Pending,,2015/09/16 04:00:00+00,L_1471,,201122,0,0
Palisades Playground and Field House,Palisades Playground & Field House,Palisades Playground,Pending,,2015/09/16 04:00:00+00,L_1472,,201123,0,0
Scheele-Brown Farmhouse,Scheele-Brown Farmhouse,Scheele-Brown Farmhouse,Pending,,2015/09/16 04:00:00+00,L_1473,,201124,0,0
Fish Market Lunchroom & Oyster Shucking Shed,Fish Market Lunchroom,Fish Market,Pending,,2015/09/17 04:00:00+00,L_1389,,201125,0,0
Jost-Kuhn house,Jost-Kuhn house,Jost-Kuhn house,Pending,,2015/11/06 05:00:00+00,L_1474,,201126,0,0
Real Estate Trust Company,Real Estate Trust Company,Real Estate Trust Co.,Designated,2014/10/02 04:00:00+00,2015/11/06 05:00:00+00,L_1475,,201127,0,0
Anderson Tire Manufacturing Company,Anderson Tire Mfg Co.,Anderson Tire,Pending,,2015/11/06 05:00:00+00,L_1476,,201128,0,0
King David Masonic Lodge #28,King David Lodge,King David Lodge,Pending,,2015/11/06 05:00:00+00,L_1477,,201129,0,0
Holzbeierlein Bakery,Holzbeierlein Bakery,Holzbeierlein Bakery,Pending,,2015/11/06 05:00:00+00,L_1478,,201130,0,0
Railway Express Building,Railway Express Bldg,Railway Express,Pending,,2015/11/06 05:00:00+00,L_1479,,201131,0,0
Washington Animal Rescue League,Washington Animal Rescue League,WARL,Pending,,2016/04/08 04:00:00+00,L_1480,,201132,0,0
Ambassador Romuald Spasowski House,Ambassador Spasowski House,Spasowski House,Designated,2017/04/27 04:00:00+00,2016/07/14 04:00:00+00,L_1482,,201133,0,0
Valencia Apartments,Valencia Apartments,Valencia Apts,Pending,,2016/07/15 04:00:00+00,L_1483,,201134,0,0
Vizcaya Apartments,Vizcaya Apartments,Vizcaya Apts,Pending,,2016/07/15 04:00:00+00,L_1484,,201135,0,0
Terminal Refrigerating and Warehouse Company,Terminal Refrigerating Co.,Terminal Refrigerating,Designated,2014/07/24 04:00:00+00,2016/08/18 04:00:00+00,L_1448,,201136,0,0
Union Market Terminal,Union Market,Union Mkt,Pending,,2016/08/23 04:00:00+00,L_1485,,201137,0,0
Glade Apartments,Glade Apts.,Glade Apts,Pending,,2016/09/26 04:00:00+00,L_1486,,201138,0,0
Perna Brothers Chesapeake Street Houses,Perna Brothers Houses,Perna Bros,Pending,,2016/09/26 04:00:00+00,L_1487,,201139,0,0
US Post Office Department Mail Equipment Shops,Post Office Equip. Shops,Post Office Shops,Designated,2016/05/26 04:00:00+00,2016/10/21 04:00:00+00,L_1488,,201140,0,0
Concord Apartments,Concord Apts,Concord Apts,Designated,2016/07/28 04:00:00+00,2017/02/27 05:00:00+00,L_1489,,201141,0,0
Lafayette Elementary School,Lafayette Elementary School,Lafayette Elem.,Designated,2017/05/25 04:00:00+00,2017/06/30 04:00:00+00,L_1490,,201142,0,0
National Geographic Society,National Geographic,Nat. Geo.,Pending,,2017/04/11 04:00:00+00,L_1491,,201143,0,0
Carnegie Atomic Physics Laboratory,Carnegie Physics Lab,Carnegie Lab,Pending,,2017/04/21 04:00:00+00,L_1493,,201144,0,0
Saint James Mutual Homes,St. James Mutual Homes,St. James,Designated,2015/10/22 04:00:00+00,2016/04/19 04:00:00+00,L_1481,,201145,0,0
Saint James Mutual Homes,St. James Mutual Homes,St. James,Designated,2015/10/22 04:00:00+00,2016/04/19 04:00:00+00,L_1481,,201146,0,0
Saint James Mutual Homes,St. James Mutual Homes,St. James,Designated,2015/10/22 04:00:00+00,2016/04/19 04:00:00+00,L_1481,,201147,0,0
Saint James Mutual Homes,St. James Mutual Homes,St. James,Designated,2015/10/22 04:00:00+00,2016/04/19 04:00:00+00,L_1481,,201148,0,0
Saint James Mutual Homes,St. James Mutual Homes,St. James,Designated,2015/10/22 04:00:00+00,2016/04/19 04:00:00+00,L_1481,,201149,0,0
Saint James Mutual Homes,St. James Mutual Homes,St. James,Designated,2015/10/22 04:00:00+00,2016/04/19 04:00:00+00,L_1481,,201150,0,0
American Theater,American Theater,American Theater,Pending,,2017/06/30 04:00:00+00,L_1494,,201151,0,0
US Department of State,US Department of State,State Dept.,Designated,2017/07/27 04:00:00+00,2017/08/09 04:00:00+00,L_1495,,201152,0,0
Homestead Apartments,Homestead Apartments,Homestead Apts,Pending,,2017/08/09 04:00:00+00,L_1496,,201153,0,0
Wardman flats,Wardman flats,Wardman flats,Designated,2017/09/28 04:00:00+00,2017/10/24 04:00:00+00,L_1498,,201154,0,0
Saint Paul's College,St Paul's College,St Paul's,Pending,,2017/08/10 04:00:00+00,L_1499,,201155,0,0
Equitable Life Insurance Company Headquarters,Equitable Life Insurance,Equitable Life Ins.,Pending,,2017/08/29 04:00:00+00,L_1500,,201156,0,0
West Heating Plant,West Heating Plant,Heating Plant,Pending,,2017/09/05 04:00:00+00,L_1501,,201157,0,0
Harewood Lodge,Harewood Lodge,Harewood Lodge,Pending,,2017/09/19 04:00:00+00,L_1502,,201158,0,0
Glen Arms Apartments,Glen Arms Apts,Glen Arms,Pending,,2017/10/24 04:00:00+00,L_1504,,201159,0,0
The Fulford,The Fulford,Fulford,Pending,,2017/10/24 04:00:00+00,L_1505,,201160,0,0
Texas Gardens Apartments,Texas Gardens Apts,TX Gardens Apts,Pending,,2017/10/24 04:00:00+00,L_1506,,201161,0,0
Duvall Manor Apartments,Duvall Manor Apts,Duvall Manor,Pending,,2017/10/24 04:00:00+00,L_1507,,201162,0,0
PEPCO Substation 61,PEPCO Substation 61,PEPCO 61,Pending,,2017/12/08 05:00:00+00,L_1509,,201163,0,0
Mitchell Park Fieldhouse,Mitchell Park Fieldhouse,Mitchell Pk Fldhse,Pending,,2017/12/11 05:00:00+00,L_1510,,201164,0,0
Chevy Chase Playground,Chevy Chase Playground,Chv Chs Playgrd,Pending,,2017/12/11 05:00:00+00,L_1511,,201165,0,0
Roosevelt High School,Roosevelt HS,Roosevelt HS,Designated,2018/09/27 04:00:00+00,2019/02/05 05:00:00+00,L_1512,,201166,0,0
MacFarland Junior High School,MacFarland JHS,MacFarland JHS,Designated,2018/09/27 04:00:00+00,2019/02/05 05:00:00+00,L_1513,,201167,0,0
Petworth Library,Petworth Library,Petworth Lib.,Designated,2018/09/27 04:00:00+00,2019/02/05 05:00:00+00,L_1514,,201168,0,0
Pepco Substation 13,Pepco Substation 13,Pepco 13,Designated,2018/02/01 05:00:00+00,2019/02/07 05:00:00+00,L_1515,,201169,0,0
Pepco Substation 25,Pepco Substation 25,Pepco 25,Designated,2018/02/01 05:00:00+00,2019/02/07 05:00:00+00,L_1516,,201170,0,0
Pepco Buzzard Point Power Plant,Pepco Buzzard Pt Power Plant,Buzzard Pt Power Plant,Pending,,2019/02/07 05:00:00+00,L_1517,,201171,0,0
Southeast Branch Library,SE Branch Library,SE Library,Designated,2021/03/25 04:00:00+00,2019/02/07 05:00:00+00,L_1519,,201172,0,0
Federal Home Loan Bank Board,Federal Home Loan,Fed Home Loan,Designated,2016/06/23 04:00:00+00,2019/02/08 05:00:00+00,L_1520,,201173,0,0
Control Point Virginia Tower,Control Pt VA Tower,CP VA Tower,Designated,2016/03/02 05:00:00+00,2019/02/08 05:00:00+00,L_1521,,201174,0,0
Capital Traction Company Union Station,Capital Traction Co. Union Station,Capital Traction Co.,Designated,2019/01/24 05:00:00+00,2019/02/08 05:00:00+00,L_1522,,201175,0,0
Holy Redeemer College,Holy Redeemer College,Holy Redeemer,Designated,2019/03/28 04:00:00+00,2019/03/28 04:00:00+00,L_1524,,201176,0,0
Barry Farm Dwellings,Barry Farm,Barry Farm,Pending,,2019/04/12 04:00:00+00,L_1525,,201177,0,0
Rose Lees Hardy School,Rose Lees Hardy School,Hardy School,Designated,2019/03/28 04:00:00+00,,L_1526,,201178,0,0
National Presbyterian Church Complex,National Presbyterian Church,Natl Presbyterian Church,Designated,2019/09/26 04:00:00+00,2019/09/30 04:00:00+00,L_1527,,201179,0,0
Twin Oaks Playground,Twin Oaks Playground,Twin Oaks Playground,Designated,2017/07/27 04:00:00+00,2019/12/17 05:00:00+00,L_1528,,201180,0,0
Twelfth Precinct Station House,Twelfth Precinct Station House,Twelfth Precinct Station,Pending,,2020/03/12 04:00:00+00,L_1529,,201181,0,0
Washington Yacht Club,Washington Yacht Club,WYC,Pending,,2020/05/20 04:00:00+00,L_1530,,201182,0,0
Slowe-Burrill House,Slowe-Burrill House,Slowe-Burrill House,Designated,2020/04/30 04:00:00+00,2020/06/12 04:00:00+00,L_1531,,201183,0,0
Tabard Inn,Tabard Inn,Tabard Inn,Designated,2020/02/27 05:00:00+00,2020/09/08 04:00:00+00,L_1532,,201184,0,0
